date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:20:46	213926/213926	---M--	200	added ('OK')	image/svg+xml	etag:%22343a6-57b464d23c7a4%22	http://mcbeki.com/backend/fonts/feather.svg?t=1501841394106	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/backend/fonts/feather6cfa.svg	(from http://mcbeki.com/backend/css/feather.css)
20:20:50	61920/61920	---M--	200	added ('OK')	application/font-sfnt	etag:%22f1e0-57b464d23c7a4%22	http://mcbeki.com/backend/fonts/feather.ttf?t=1501841394106	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/backend/fonts/feather6cfa.ttf	(from http://mcbeki.com/backend/css/feather.css)
20:20:55	31363/31363	---M--	200	added ('OK')	image/png	etag:%227a83-57f179bebccbc%22	http://mcbeki.com/upload/abouts/1547114260.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/abouts/1547114260.png	(from http://mcbeki.com/about-me)
20:20:57	71323/71323	---M--	200	added ('OK')	image/png	etag:%221169b-57f1869e2c32b%22	http://mcbeki.com/upload/bcrumbs/1547117715.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/bcrumbs/1547117715.png	(from http://mcbeki.com/about-me)
20:20:59	6226/6226	---M--	200	added ('OK')	image/jpeg	etag:%221852-57f17535ab906%22	http://mcbeki.com/upload/teams/1547113042.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/teams/1547113042.jpg	(from http://mcbeki.com/about-me)
20:21:01	6154/6154	---M--	200	added ('OK')	image/jpeg	etag:%22180a-57f17560a76d8%22	http://mcbeki.com/upload/teams/1547113088.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/teams/1547113088.jpg	(from http://mcbeki.com/about-me)
20:21:13	66925/66925	---M--	200	added ('OK')	image/jpeg	etag:%221056d-57b6bfdf4e637%22	http://mcbeki.com/upload/teams/1543078635.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/teams/1543078635.jpg	(from http://mcbeki.com/about-me)
20:22:02	1740656/1740656	---M--	200	added ('OK')	image/png	etag:%221a8f70-57bb7915df3be%22	http://mcbeki.com/upload/portfolio/Jolie/cover/1543403231.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Jolie/cover/1543403231.png	(from http://mcbeki.com/)
20:22:11	47757/47757	---M--	200	added ('OK')	image/jpeg	etag:%22ba8d-57f180b7db478%22	http://mcbeki.com/upload/teams/1547116132.jpeg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/teams/1547116132.jpg	(from http://mcbeki.com/about-me)
20:22:20	418792/418792	---M--	200	added ('OK')	image/png	etag:%22663e8-57f175ab62364%22	http://mcbeki.com/upload/teams/1547113166.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/teams/1547113166.png	(from http://mcbeki.com/about-me)
20:22:29	47175/47175	---M--	200	added ('OK')	image/png	etag:%22b847-57bce9c75c301%22	http://mcbeki.com/upload/services/1543502201.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/services/1543502201.png	(from http://mcbeki.com/services)
20:22:36	37205/37205	---M--	200	added ('OK')	image/png	etag:%229155-57c231e5a2b3d%22	http://mcbeki.com/upload/services/1543865158.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/services/1543865158.png	(from http://mcbeki.com/services)
20:22:54	110365/110365	---M--	200	added ('OK')	image/png	etag:%221af1d-57c232376a2b8%22	http://mcbeki.com/upload/services/1543865244.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/services/1543865244.png	(from http://mcbeki.com/services)
20:23:03	49537/49537	---M--	200	added ('OK')	image/png	etag:%22c181-57c2367eb0ada%22	http://mcbeki.com/upload/services/1543866392.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/services/1543866392.png	(from http://mcbeki.com/services)
20:23:15	69745/69745	---M--	200	added ('OK')	image/jpeg	etag:%2211071-57f1859819a8d%22	http://mcbeki.com/upload/bcrumbs/1547117441.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/bcrumbs/1547117441.jpg	(from http://mcbeki.com/portfolio)
20:23:23	927273/927273	---M--	200	added ('OK')	image/jpeg	etag:%22e2629-57f174a93b8cf%22	http://mcbeki.com/upload/teams/1547112895.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/teams/1547112895.jpg	(from http://mcbeki.com/about-me)
20:23:25	10255/-1	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2004%20Feb%202019%2019:23:25%20GMT	http://mcbeki.com/upload/portfolio/Strongboe%20Apple%20cider%20(Nigerian%20Breweries	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Strongboe%20Apple%20cider%20(Nigerian%20Breweries.3f.delayed	(from http://mcbeki.com/single/19)
20:23:47	607710/607710	---M--	200	added ('OK')	image/jpeg	etag:%22945de-57bcfaf344dea%22	http://mcbeki.com/upload/bcrumbs/1543506811.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/bcrumbs/1543506811.jpg	(from http://mcbeki.com/services)
20:24:28	450821/450821	---M--	200	added ('OK')	image/jpeg	etag:%226e105-57b74ee98e2d4%22	http://mcbeki.com/upload/bcrumbs/1543117032.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/bcrumbs/1543117032.jpg	(from http://mcbeki.com/contact)
20:25:30	633119/633119	---M--	200	added ('OK')	image/jpeg	etag:%229a91f-58077e86b65df%22	http://mcbeki.com/upload/portfolio/The%20Audition%20Africa/1548627372.TAA%20banner%20for%20web.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/The%20Audition%20Africa/1548627372.TAA%20banner%20for%20web.jpg	(from http://mcbeki.com/single/22)
20:26:37	409955/409955	---M--	200	added ('OK')	image/jpeg	etag:%2264163-57b8329923a14%22	http://mcbeki.com/upload/portfolio/Grand%20Cornflakes/1543178151.GRAND%20(got%20bowl)%20YELLOW.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Grand%20Cornflakes/1543178151.GRAND%20(got%20bowl)%20YELLOW.jpg	(from http://mcbeki.com/single/24)
20:27:43	407335/407335	---M--	200	added ('OK')	image/jpeg	etag:%2263727-57b8329923a14%22	http://mcbeki.com/upload/portfolio/Grand%20Cornflakes/1543178151.GRAND%20(got%20spoon)%20yellow.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Grand%20Cornflakes/1543178151.GRAND%20(got%20spoon)%20yellow.jpg	(from http://mcbeki.com/single/24)
20:30:43	2322752/2322752	---M--	200	added ('OK')	video/mp4	etag:%22237140-57b8329923a14%22	http://mcbeki.com/upload/portfolio/Grand%20Cornflakes/1543178151.mp4	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Grand%20Cornflakes/1543178151.mp4	(from http://mcbeki.com/single/24)
20:32:39	5728705/5728705	---M--	200	added ('OK')	image/jpeg	etag:%225769c1-57b931b29b8bd%22	http://mcbeki.com/upload/portfolio/IDENTITY/cover/1543246629.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/IDENTITY/cover/1543246629.jpg	(from http://mcbeki.com/)
20:43:00	4560739/4560739	---M--	200	added ('OK')	image/jpeg	etag:%22459763-57b931b29997d%22	http://mcbeki.com/upload/portfolio/IDENTITY/1543246629.tribe.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/IDENTITY/1543246629.tribe.jpg	(from http://mcbeki.com/single/26)
20:43:09	5728705/5728705	---M--	200	added ('OK')	image/jpeg	etag:%225769c1-57b931b297a3d%22	http://mcbeki.com/upload/portfolio/IDENTITY/1543246629.IDENTITY.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/IDENTITY/1543246629.IDENTITY.jpg	(from http://mcbeki.com/single/26)
20:43:09	3889240/3889240	---M--	200	added ('OK')	video/mp4	etag:%223b5858-57bb7915df3be%22	http://mcbeki.com/upload/portfolio/Jolie/1543403231.mp4	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Jolie/1543403231.mp4	(from http://mcbeki.com/single/29)
20:45:33	952827/952827	---M--	200	added ('OK')	image/png	etag:%22e89fb-57bb7915db53e%22	http://mcbeki.com/upload/portfolio/Jolie/1543403231.5.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Jolie/1543403231.5.png	(from http://mcbeki.com/single/29)
20:45:37	923211/923211	---M--	200	added ('OK')	image/png	etag:%22e164b-57bb7915db53e%22	http://mcbeki.com/upload/portfolio/Jolie/1543403231.8.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Jolie/1543403231.8.png	(from http://mcbeki.com/single/29)
20:48:33	1085181/1085181	---M--	200	added ('OK')	image/png	etag:%22108efd-57bb7915de41e%22	http://mcbeki.com/upload/portfolio/Jolie/1543403231.FINALE%20REQUEST.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Jolie/1543403231.FINALE%20REQUEST.png	(from http://mcbeki.com/single/29)
20:48:57	146909/146909	---M--	200	added ('OK')	image/gif	etag:%2223ddd-57bb7915de41e%22	http://mcbeki.com/upload/portfolio/Jolie/1543403231.GOLD%20SPLASH.gif	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Jolie/1543403231.GOLD%20SPLASH.gif	(from http://mcbeki.com/single/29)
20:49:23	152198/152198	---M--	200	added ('OK')	image/gif	etag:%2225286-57bb7915de41e%22	http://mcbeki.com/upload/portfolio/Jolie/1543403231.RED%20SPLASH.gif	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Jolie/1543403231.RED%20SPLASH.gif	(from http://mcbeki.com/single/29)
20:51:13	2088886/2088886	---M--	200	added ('OK')	image/png	etag:%221fdfb6-57bb7915dd47e%22	http://mcbeki.com/upload/portfolio/Jolie/1543403231.become%20a%20make%20up%20artist%20-%20Copy2.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Jolie/1543403231.become%20a%20make%20up%20artist%20-%20Copy2.png	(from http://mcbeki.com/single/29)
20:53:06	1427134/1427134	---M--	200	added ('OK')	image/png	etag:%2215c6be-57bb7c1bdec0f%22	http://mcbeki.com/upload/portfolio/You%20Belong%20Here/1543404043.BACK22.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/You%20Belong%20Here/1543404043.BACK22.png	(from http://mcbeki.com/single/30)
20:54:34	1198962/1198962	---M--	200	added ('OK')	image/png	etag:%22124b72-57bb7c1bdec0f%22	http://mcbeki.com/upload/portfolio/You%20Belong%20Here/1543404043.growth.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/You%20Belong%20Here/1543404043.growth.png	(from http://mcbeki.com/single/30)
20:55:01	700674/700674	---M--	200	added ('OK')	image/jpeg	etag:%22ab102-57bb7c1bdec0f%22	http://mcbeki.com/upload/portfolio/You%20Belong%20Here/1543404043.MOCK%20UP.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/You%20Belong%20Here/1543404043.MOCK%20UP.jpg	(from http://mcbeki.com/single/30)
20:56:35	5069686/5069686	---M--	200	added ('OK')	image/png	etag:%224d5b76-57bb7915dd47e%22	http://mcbeki.com/upload/portfolio/Jolie/1543403231.become%20a%20make%20up%20artist%20-%20Copy.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Jolie/1543403231.become%20a%20make%20up%20artist%20-%20Copy.png	(from http://mcbeki.com/single/29)
20:58:12	1351878/1351878	---M--	200	added ('OK')	image/png	etag:%2214a0c6-57bb7c1bdfbaf%22	http://mcbeki.com/upload/portfolio/You%20Belong%20Here/1543404043.REVISITED4.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/You%20Belong%20Here/1543404043.REVISITED4.png	(from http://mcbeki.com/single/30)
20:58:19	37477/37477	---M--	200	added ('OK')	image/png	etag:%229265-57bb86227b491%22	http://mcbeki.com/upload/portfolio/Robinson%20Souttar/1543406734.2.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Robinson%20Souttar/1543406734.2.png	(from http://mcbeki.com/single/31)
20:59:39	1135721/1135721	---M--	200	added ('OK')	video/mp4	etag:%22115469-57bb8622821f1%22	http://mcbeki.com/upload/portfolio/Robinson%20Souttar/1543406734.mp4	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/Cyberatung/Cyberatung/mcbeki.com/upload/portfolio/Robinson%20Souttar/1543406734.mp4	(from http://mcbeki.com/single/31)
